0 31 5550 439 24 413 32 141 98 330 90 178 91 127 29 221 2 160 8 359 11 119 76 369 60 165 16 421 55 42 2 92 71 11 30 147 75 161 39 325 91 381 2 133 7 430 5 61 41 465 71 252 83 246 72 411 40 315 65 481 16 456 3 78 37
1 31 5604 101 4 349 40 28 91 120 30 323 78 311 28 390 4 492 61 207 26 406 78 320 68 117 34 384 49 191 4 426 27 4 29 376 95 157 18 66 38 241 96 200 20 285 3 463 97 361 88 55 39 222 7 192 58 308 40 148 11 317 27 446 54
2 31 5621 161 54 171 26 343 11 121 42 382 58 197 44 54 57 232 60 447 90 182 6 482 91 113 73 138 23 190 16 240 87 269 100 440 92 478 34 450 27 436 59 223 79 132 62 424 30 4 5 235 37 347 9 85 21 398 52 261 84 221 12 175 64
3 31 5497 489 8 417 91 335 52 349 9 483 61 40 96 385 70 199 41 204 35 140 3 244 76 423 93 27 83 377 99 47 51 462 35 211 79 325 45 82 74 453 16 486 45 112 22 166 10 415 69 197 54 123 40 129 46 284 7 80 60 106 26 63 67
4 31 3988 13 25 297 89 169 31 214 73 146 100 257 73 334 19 39 55 115 92 177 6 72 22 189 79 154 49 184 31 263 2 143 87 251 32 407 81 45 31 126 96 400 35 221 33 153 59 287 67 203 64 172 26 37 60 204 42 60 39 173 22 193 15
5 31 5898 60 43 498 66 275 95 197 100 490 48 486 62 180 38 321 19 404 75 134 27 500 70 287 56 64 46 294 36 20 38 50 31 132 100 397 6 445 58 135 44 143 97 423 81 369 93 36 43 226 63 242 48 101 97 311 46 443 46 317 32 447 48
6 31 5458 264 98 496 21 491 92 178 78 35 73 174 9 305 42 402 40 136 27 154 77 374 54 26 36 52 20 81 68 451 80 467 66 77 14 87 20 105 16 397 91 288 70 300 92 463 1 284 50 179 37 405 91 203 40 94 74 373 13 177 4 280 42
7 31 4544 32 93 180 51 50 96 347 92 435 68 191 79 82 43 162 31 274 50 209 78 140 63 469 85 137 93 398 13 296 77 406 80 121 86 130 22 233 29 414 67 96 56 45 30 199 58 60 24 8 20 353 99 383 21 84 19 366 81 183 13 9 88
8 31 4103 192 81 173 22 3 5 150 68 424 97 223 20 126 73 378 86 96 37 305 48 87 39 121 70 57 86 2 91 498 62 179 90 343 3 363 97 108 12 464 83 38 2 234 11 79 71 258 67 75 6 254 14 178 23 22 63 277 13 12 38 143 53
9 31 5509 332 45 415 28 304 26 343 86 386 81 388 19 191 18 389 100 485 15 357 38 280 34 12 2 48 88 266 60 278 8 464 61 252 79 341 56 156 83 241 41 63 28 159 5 446 99 405 82 214 61 19 93 147 30 146 94 170 11 105 99 69 59
10 31 6573 274 99 99 29 454 34 421 95 196 1 5 53 198 4 409 79 469 69 349 13 315 78 311 61 399 21 465 97 243 85 308 16 183 58 489 91 116 83 439 68 487 91 65 42 351 95 210 71 375 86 473 85 398 71 257 14 420 99 79 66 133 36
11 31 5665 61 21 79 29 455 17 396 42 459 13 35 9 59 97 179 2 471 16 274 7 113 96 263 79 267 14 129 45 479 61 181 92 234 59 420 88 127 67 481 85 368 45 38 64 423 91 286 91 316 92 311 6 133 78 19 61 422 50 374 54 241 7
12 31 6122 64 60 146 90 178 79 274 9 346 18 398 61 293 88 446 83 403 89 89 65 494 22 142 13 334 16 214 59 221 54 17 85 465 63 474 42 493 48 2 38 117 99 498 61 486 95 395 40 383 84 305 76 57 98 240 90 65 53 449 86 258 65
13 31 4249 70 22 479 95 216 71 494 17 160 11 116 57 223 53 451 18 45 33 101 49 61 57 498 52 398 15 105 98 200 14 15 21 436 45 3 16 9 19 475 71 186 84 193 91 286 10 35 71 262 35 31 70 84 82 20 98 138 17 49 52 231 69
14 31 5447 139 76 36 41 243 96 211 69 366 49 404 10 239 90 72 25 160 85 359 42 455 42 75 74 440 13 42 88 416 73 9 54 200 96 46 94 291 8 362 8 356 66 417 46 307 40 70 66 25 28 331 22 433 4 161 97 345 100 412 69 360 17
15 31 4804 20 55 362 13 397 70 27 4 177 44 173 23 450 12 192 67 388 72 125 18 193 57 373 5 54 70 56 17 38 16 134 10 22 95 222 71 316 100 174 93 243 98 115 92 62 58 458 49 481 82 19 73 491 91 229 44 460 85 360 50 52 45
16 31 6192 259 25 340 32 195 55 432 21 499 74 418 13 218 79 123 75 428 3 109 46 128 99 188 56 494 48 492 5 349 43 50 59 320 89 290 14 395 73 234 94 99 52 358 16 482 32 342 9 435 50 206 62 48 94 269 93 393 61 98 41 155 99
17 31 5968 199 74 387 40 340 33 413 73 378 63 76 88 178 58 419 19 318 5 321 24 118 20 269 87 113 61 499 62 253 53 60 3 479 98 142 18 430 6 390 60 268 18 247 97 375 65 168 44 370 88 67 39 59 87 225 71 223 32 451 76 291 53
18 31 5577 354 88 247 23 370 52 412 29 272 81 127 20 307 43 87 51 364 26 269 3 485 56 427 7 6 2 91 57 229 81 61 34 321 7 456 42 311 19 422 34 300 48 205 6 42 44 308 6 69 77 108 5 384 86 264 89 387 54 197 67 86 58
19 31 5607 400 58 416 55 299 78 74 72 363 73 471 68 330 13 211 38 270 31 66 29 388 1 114 51 189 53 4 86 319 41 495 19 199 62 425 49 192 98 421 54 370 91 473 52 403 83 24 66 106 52 53 6 366 3 94 70 58 31 240 50 177 10
20 31 4674 48 39 235 97 482 32 317 35 454 59 8 57 314 42 45 37 207 2 89 59 407 6 313 52 227 22 35 66 72 11 128 71 1 62 367 82 445 35 369 50 94 76 106 59 417 2 95 76 3 35 234 61 340 47 113 66 120 47 384 91 209 11
21 31 6259 162 62 372 80 395 68 415 63 270 60 490 75 470 7 229 64 382 31 99 67 344 90 365 56 356 85 454 39 175 14 249 88 427 72 68 22 491 34 84 60 45 74 135 14 332 63 429 65 445 79 31 40 169 96 447 24 232 100 114 58 266 62
22 31 4790 446 92 185 65 13 75 50 49 435 46 22 21 311 5 135 39 269 31 118 51 71 38 398 17 161 29 126 87 34 39 184 77 23 100 442 97 449 90 483 46 411 3 56 15 37 94 235 68 263 85 390 100 283 6 412 11 26 89 149 11 227 32
23 31 5495 488 49 83 29 298 83 318 80 128 80 35 83 46 23 329 80 242 43 164 31 195 98 389 58 209 14 347 9 325 73 393 64 174 75 92 71 358 61 102 85 192 88 168 37 411 48 368 52 290 83 135 84 181 75 442 41 288 40 449 64 212 93
24 31 4788 127 85 168 18 207 25 330 61 361 21 148 80 109 58 227 76 62 69 211 48 204 91 422 45 483 61 136 83 25 48 476 51 84 43 221 91 19 50 303 79 423 50 111 31 360 37 359 73 205 69 172 61 311 93 257 93 5 93 75 29 240 50
25 31 4934 32 75 44 4 317 62 5 19 293 27 421 3 310 80 91 20 52 48 88 23 408 98 167 64 190 23 56 16 404 47 166 35 322 61 390 38 123 94 109 15 173 29 169 34 308 59 353 11 406 40 285 13 189 3 477 78 325 32 345 28 31 62
26 31 5277 14 52 423 3 341 45 149 49 311 21 329 31 154 88 89 58 198 47 297 34 159 85 488 87 214 13 371 10 392 1 272 6 252 94 160 44 238 8 245 100 480 73 230 85 61 70 342 10 16 90 444 75 326 31 13 91 95 83 301 87 135 72
27 31 5063 244 86 265 3 182 54 211 26 253 42 498 34 27 10 3 68 20 71 210 63 397 35 245 9 426 40 292 26 178 26 149 21 164 13 323 97 266 85 122 70 427 71 55 5 381 9 24 100 279 33 214 75 268 58 436 45 79 22 326 56 270 46
28 31 5621 19 82 421 67 299 57 188 20 83 11 426 39 391 34 263 42 465 95 355 91 114 64 158 65 4 79 490 60 48 88 230 81 360 97 231 16 336 2 451 46 27 89 88 13 303 29 177 98 435 67 411 51 93 21 115 96 199 56 455 99 395 85
29 31 5506 31 6 333 62 474 68 363 24 14 42 464 53 454 67 34 30 416 68 148 78 270 40 98 36 188 49 44 94 99 38 30 29 396 62 242 69 457 92 395 98 107 47 3 25 232 84 492 100 131 70 321 23 119 57 410 67 452 3 365 89 285 46
30 31 5078 136 46 439 4 27 95 147 21 444 54 120 46 330 51 429 22 402 12 343 75 134 61 483 43 80 34 297 96 174 81 141 10 79 80 313 5 326 60 378 70 65 97 67 94 199 96 215 53 407 57 40 70 9 34 449 42 82 44 115 15 385 24
31 31 4647 93 16 89 97 141 48 426 62 112 74 329 5 473 24 72 25 82 80 451 73 349 11 406 97 252 39 41 18 353 77 142 45 444 30 494 84 129 71 198 40 45 26 96 17 19 93 282 99 95 54 199 5 11 96 156 49 388 25 54 16 218 50
32 31 5040 459 99 195 94 427 66 91 18 10 68 114 26 316 32 170 49 482 64 202 81 168 64 28 75 265 67 399 18 134 17 19 44 415 14 337 94 179 80 211 40 247 24 65 15 308 86 215 89 349 69 321 16 332 100 42 48 466 92 99 60 136 42
