0 30 11480 964 372 688 286 355 219 65 194 687 304 142 469 450 279 311 312 992 279 604 263 779 452 484 187 354 82 707 357 286 107 207 249 478 395 534 332 965 451 877 4 754 19 972 203 149 134 866 493 764 470 755 43 273 90 581 478 23 287 334 309
1 30 11193 893 392 557 370 786 443 554 103 393 430 458 146 800 429 700 449 414 65 441 177 386 47 719 158 136 151 635 158 937 320 818 329 212 375 551 349 817 456 803 61 237 260 706 37 40 405 337 453 321 277 630 207 323 200 716 310 351 351 319 139
2 30 10545 22 137 820 85 863 370 286 179 177 440 239 413 700 296 449 239 52 285 544 372 913 25 430 87 576 146 396 278 848 215 917 221 203 236 158 65 457 295 743 133 234 333 45 433 980 346 24 31 982 67 754 247 443 36 833 18 681 81 296 380
3 30 10267 647 64 100 349 299 257 913 107 51 7 739 285 691 135 569 170 332 444 52 166 510 157 912 304 692 244 322 224 676 469 603 322 532 203 170 330 311 82 288 214 440 26 350 130 512 418 151 196 862 202 861 223 711 272 27 254 867 200 478 43
4 30 10468 668 80 864 199 134 386 380 445 819 167 158 259 44 7 740 55 776 391 750 489 444 110 64 154 733 442 908 100 141 237 142 160 816 357 358 302 742 89 746 61 755 255 171 298 113 410 704 240 800 306 581 96 767 144 101 500 85 360 451 77
5 30 11995 96 444 88 264 652 297 565 394 885 162 306 139 268 328 788 232 737 343 971 389 648 51 836 267 546 436 618 482 296 68 910 243 363 497 358 14 793 422 759 177 935 416 667 54 243 306 285 480 649 108 220 148 510 55 766 408 990 383 389 137
6 30 11700 802 151 380 164 647 89 530 292 363 288 820 297 704 487 203 446 644 339 277 292 798 496 292 308 902 57 67 392 792 307 880 93 457 111 109 104 700 138 247 62 925 66 710 480 552 412 926 196 103 54 839 400 402 482 559 303 891 125 194 182
7 30 10343 432 426 626 388 36 234 343 235 723 89 148 500 7 358 979 58 121 256 105 223 810 296 123 211 129 33 513 19 658 59 52 441 484 30 680 19 763 23 606 338 963 253 837 469 962 315 879 83 71 335 657 232 982 131 442 111 164 306 481 321
8 30 11610 716 33 261 199 562 292 70 176 314 27 513 129 779 349 949 93 516 327 175 86 514 183 169 495 962 457 477 267 438 297 983 322 909 33 235 200 954 262 866 480 775 346 111 475 794 203 342 473 729 427 838 411 447 332 224 408 289 200 675 78
9 30 10879 348 9 399 108 541 485 160 347 246 377 826 372 222 436 847 367 490 188 691 218 467 28 481 413 212 204 321 352 756 347 929 103 707 179 711 99 663 222 445 408 598 271 280 171 558 478 537 48 17 228 617 335 755 97 100 466 801 272 817 56
10 30 11193 470 97 10 176 775 72 774 289 293 219 697 242 489 328 412 398 157 449 797 25 176 414 712 282 510 311 600 162 934 268 569 403 865 79 578 491 2 351 780 295 828 36 409 7 948 159 663 248 955 39 368 250 56 230 7 243 345 275 812 247
11 30 10914 991 242 676 481 743 27 112 37 947 439 925 208 797 224 866 311 471 172 350 97 540 99 4 121 363 11 707 285 174 454 127 267 481 107 10 7 571 46 806 361 322 13 658 45 730 468 367 401 169 315 792 120 319 264 482 329 627 188 465 152
12 30 9837 993 91 419 474 49 428 332 471 825 137 832 499 1 489 43 230 308 262 983 477 76 126 596 246 390 429 426 368 616 390 871 461 641 434 233 420 117 203 597 254 34 95 254 374 489 336 534 102 670 10 678 295 957 275 536 385 201 255 352 442
13 30 9746 126 312 626 118 97 358 538 214 412 134 467 298 580 72 23 68 759 56 670 428 917 199 575 373 473 462 609 173 69 461 546 272 92 163 369 301 552 434 712 37 400 361 616 323 884 184 582 439 353 361 356 403 287 80 875 101 189 400 169 149
14 30 12056 366 214 772 309 728 492 109 280 425 320 316 176 681 432 999 416 615 432 354 319 644 61 721 283 641 447 383 329 198 403 329 415 968 100 723 195 592 331 974 16 3 290 544 35 573 394 950 39 825 155 857 320 716 429 454 356 227 188 536 277
