00 21 500 3389 167 1744 149 312 235 72 309 1142 194 347 253 1099 323 1372 276 176 183 944 222 428 124 1121 371 1654 52 196 51 757 279 1705 332 797 300 1480 461 1386 269 527 97 967 195 1790
01 21 500 3696 2 1323 317 1037 118 1890 316 1093 11 1186 247 414 381 797 170 512 1 501 308 653 481 768 38 1883 388 565 479 355 195 1526 144 1549 348 812 437 1817 202 752 409 64 289 1655
02 21 500 4175 477 1669 451 1647 180 1304 147 1840 456 479 459 345 362 347 409 1692 201 456 217 1196 356 416 7 1292 232 1060 395 1141 123 683 100 351 450 1598 383 1253 96 722 60 575 404 1288
03 21 500 4231 378 1165 331 1078 472 548 273 679 463 632 470 1547 191 716 187 1166 398 1833 117 100 282 714 334 1386 309 55 297 1735 87 1553 374 816 217 705 394 1040 104 166 218 918 149 39
04 21 500 3248 464 840 254 1150 357 151 335 1473 102 1116 186 1936 354 1346 342 150 81 780 202 806 96 770 10 1489 161 1465 6 1878 383 1155 268 846 346 1021 348 702 23 1682 174 125 149 711
05 21 500 3331 412 2 408 1105 4 1840 385 205 146 1480 327 507 320 1487 472 1677 217 354 183 1984 51 1880 357 1898 81 879 79 1106 355 728 168 118 76 1223 84 415 107 141 60 938 467 1919
06 21 500 3139 109 1305 390 637 373 595 320 1357 145 1699 65 395 132 1943 325 89 150 1404 119 485 184 1341 420 1950 299 560 362 1736 378 1280 196 1683 21 1333 55 115 4 763 111 1554 327 1357
07 21 500 3489 185 122 182 626 123 1085 234 241 69 769 82 1989 70 732 400 431 320 1278 62 1515 460 1582 199 366 48 702 481 1011 256 1659 367 792 280 48 417 254 133 1002 495 1053 122 428
08 21 500 3444 41 1192 159 1941 474 1978 70 36 345 881 117 1043 246 17 245 1078 27 2000 237 1393 291 868 293 560 122 925 413 1616 477 35 395 1370 226 1905 162 1551 383 1231 86 1727 111 1555
09 21 500 4180 121 1708 71 865 286 949 216 1874 341 359 241 485 270 1862 409 1182 329 1738 223 1459 293 128 472 344 362 1054 281 440 164 1835 60 1223 257 777 360 705 492 233 398 702 326 1882
10 21 500 2774 471 1187 143 1153 16 1732 220 1590 190 1865 69 1013 60 430 66 840 369 1581 27 781 303 783 57 1515 340 1548 99 1237 102 1424 470 572 111 1112 76 1978 343 1148 419 384 12 1988
11 21 500 3892 396 1571 417 1461 262 1638 41 1788 418 196 423 1974 210 762 373 1808 498 474 84 1819 398 546 431 1825 23 125 472 793 9 335 280 256 257 1549 69 1019 186 1109 158 1955 156 80
12 21 500 3684 280 1717 341 152 377 1190 478 1460 9 727 5 291 51 879 267 1875 171 1275 209 803 383 818 351 1951 188 1888 411 1345 194 1067 277 473 135 969 476 1011 11 1953 470 1871 179 826
13 21 500 3740 161 1582 56 927 456 79 54 16 381 788 333 1583 238 1020 322 148 217 15 66 493 339 701 461 1814 63 1971 267 885 341 797 210 353 378 1766 132 185 196 185 201 1076 472 1385
14 21 500 3437 10 61 405 831 60 1473 197 478 465 35 30 1777 200 1592 248 1966 476 1940 115 538 293 1492 155 276 29 850 460 229 425 1783 286 195 221 116 254 193 164 1231 157 50 260 286
15 21 500 3460 249 704 33 567 179 324 181 1716 468 1524 370 1243 52 1571 54 132 495 188 97 780 382 817 247 1136 362 1262 218 1870 311 1830 155 1560 39 126 63 863 306 131 330 1681 352 1425
16 21 500 4088 233 423 330 1716 417 18 312 1049 399 981 147 1886 194 1909 456 563 219 785 218 1130 169 1256 255 1731 470 1412 361 652 93 713 76 677 135 1905 392 1403 274 556 303 1025 388 1450
17 21 500 4207 410 581 358 217 143 928 353 212 58 1021 468 1312 252 289 76 964 440 520 176 1367 196 1162 272 1939 417 1897 494 1719 421 381 168 183 313 877 399 456 305 1752 167 1862 124 486
18 21 500 4049 25 1875 275 952 191 66 471 866 433 1018 380 1056 457 1296 452 1802 366 1873 35 534 407 1847 262 805 154 1566 408 1673 279 32 10 1656 258 1284 107 1448 202 430 166 1134 447 1045
19 21 500 3471 189 755 192 1140 57 57 364 1443 442 1770 289 704 427 295 121 186 467 752 69 476 407 827 112 1365 126 1813 294 1291 446 1593 187 1134 347 1730 125 1255 139 1989 49 1080 110 338
20 21 500 4261 135 1388 132 756 74 950 359 142 425 265 320 1536 481 298 348 1775 440 645 219 979 130 65 208 755 172 846 95 720 278 1556 409 764 444 392 371 869 341 1729 362 1118 345 1034
21 21 500 3044 153 326 331 353 100 1270 349 1818 248 1479 234 1308 85 257 5 1679 329 1134 89 1898 29 1833 268 1397 173 1497 111 642 341 144 147 166 474 351 117 1095 199 786 195 1177 372 1354
22 21 500 3730 261 1628 358 1791 308 1344 377 397 241 1905 229 1360 154 1753 208 764 247 1401 259 393 418 732 243 535 178 441 172 1872 470 1043 225 82 23 1435 330 1130 101 1078 370 1857 158 81
23 21 500 3953 362 1763 289 977 9 689 235 1253 106 966 495 1492 144 787 16 1367 108 558 444 1190 432 378 266 614 359 1366 43 580 74 1701 160 1436 315 300 412 675 488 647 427 1946 464 1921
