0 31 4993 80 52 251 55 496 1 131 21 212 28 420 88 331 17 21 74 313 53 92 6 323 9 434 45 305 57 481 6 57 45 308 36 410 42 343 62 325 64 73 4 35 12 435 51 33 60 215 37 203 20 59 63 5 56 467 13 136 73 132 32 8 28
1 31 4678 293 50 470 54 174 85 78 77 472 90 63 22 122 74 237 10 376 8 269 90 165 76 357 77 411 81 150 42 112 57 21 56 6 43 409 31 279 38 160 50 427 74 124 100 248 60 110 75 19 30 365 83 5 73 312 67 153 61 116 17 181 71
2 31 5675 475 75 131 57 153 68 368 3 247 42 378 98 41 37 459 15 107 40 231 42 44 3 305 62 307 17 174 22 85 54 292 59 80 22 268 32 242 35 486 88 76 63 337 68 451 96 335 10 65 51 220 55 244 26 471 17 300 55 270 91 466 1
3 31 5831 365 33 433 6 219 70 445 47 485 81 114 87 76 48 196 63 13 98 493 84 304 36 461 26 153 60 33 74 351 98 475 67 82 59 172 52 380 68 298 16 248 12 3 76 359 50 438 23 500 82 306 3 17 67 429 21 26 13 295 28 162 21
4 31 5847 294 43 379 17 246 58 284 44 474 84 455 28 59 13 377 48 36 28 129 93 31 97 459 11 18 37 123 12 416 84 432 62 378 62 230 23 271 14 166 96 249 20 423 59 285 52 6 72 486 64 409 82 175 71 499 11 193 10 278 28 93 39
5 31 5392 205 6 69 80 377 34 345 72 182 17 395 92 453 98 197 24 276 82 339 37 163 13 107 62 375 52 323 53 479 68 343 36 373 11 215 49 196 11 221 29 79 67 420 31 364 16 6 91 149 45 27 12 209 86 325 84 137 99 236 15 118 30
6 31 5784 150 91 193 16 91 88 479 63 117 57 129 88 440 44 4 97 335 4 141 61 167 50 346 43 285 34 342 72 449 59 301 50 493 18 392 33 496 54 349 4 35 88 343 78 443 40 64 47 132 25 113 33 122 56 456 49 340 56 459 41 57 60
7 31 6253 485 74 3 17 421 8 417 25 442 5 167 72 447 58 235 93 142 11 358 74 133 65 443 40 165 34 47 23 274 3 234 11 177 88 327 49 496 44 273 89 100 92 460 46 449 95 291 42 57 100 268 41 164 62 480 28 195 26 302 69 481 88
8 31 6302 79 9 475 57 457 70 352 30 259 51 21 70 349 21 116 39 115 73 490 82 213 53 443 45 332 37 422 85 402 72 35 10 199 44 367 68 495 48 278 46 320 48 294 92 463 84 106 35 273 87 200 77 429 44 460 18 165 96 374 19 20 61
9 31 6061 328 18 404 46 385 98 345 15 195 64 362 40 156 24 123 61 311 47 100 10 375 80 105 86 297 21 482 71 391 1 431 71 218 86 116 54 435 13 468 30 476 29 469 83 5 44 96 67 42 47 28 69 426 32 454 23 104 35 245 95 287 27
10 31 4818 65 4 212 32 310 46 344 77 127 72 458 48 6 62 243 1 128 84 147 55 52 25 138 58 499 93 144 43 87 31 269 3 286 32 387 95 329 82 372 56 253 29 255 11 142 97 63 21 280 62 184 86 116 93 484 8 36 26 466 46 1 52
11 31 5690 29 87 346 57 469 69 164 73 249 18 35 90 414 98 362 46 159 40 81 44 455 73 479 15 360 56 161 26 253 13 429 81 400 74 489 20 195 53 144 43 422 79 185 88 128 46 85 86 386 17 281 92 341 59 206 100 166 66 25 18 231 5
12 31 4178 198 30 79 38 201 73 190 96 67 64 226 51 151 53 297 87 138 34 103 70 225 43 380 31 142 45 148 19 462 78 323 11 359 53 49 11 377 90 107 44 53 84 194 55 37 42 141 26 227 43 296 52 185 75 234 27 72 81 197 33 111 19
13 31 5747 44 69 124 44 232 100 33 90 295 86 373 89 140 61 182 81 139 9 375 86 212 60 460 45 238 83 177 34 416 87 304 11 108 27 254 91 279 86 380 73 223 4 413 63 365 47 495 3 355 69 288 18 280 99 214 17 482 90 302 49 29 58
14 31 5249 59 88 236 64 178 14 449 9 87 72 12 51 386 28 297 80 82 3 100 21 420 32 172 33 5 75 254 53 403 11 163 90 446 26 419 60 274 27 398 97 338 100 182 66 397 13 147 99 365 68 171 96 391 3 47 95 29 100 431 10 161 72
15 31 5280 308 86 90 67 111 68 16 8 106 15 441 23 363 6 21 62 422 40 432 69 130 86 415 24 115 15 22 97 76 82 421 83 167 62 1 30 368 89 235 83 329 9 345 86 129 58 307 21 241 27 350 79 442 26 145 8 247 41 435 29 313 18
16 31 5901 95 75 318 76 304 86 464 90 20 45 498 16 30 78 26 89 198 66 215 100 296 8 125 40 367 71 333 2 151 45 119 98 319 88 173 22 325 37 363 96 281 12 264 62 190 89 202 39 406 17 490 2 276 14 493 95 337 25 487 70 266 84
17 31 4452 288 5 109 62 82 45 124 77 377 36 40 38 180 40 467 38 8 57 139 35 422 83 129 58 308 24 97 77 41 32 416 46 140 77 27 84 153 55 260 40 47 50 216 26 389 82 15 48 490 5 382 12 488 11 21 95 286 17 71 27 149 86
18 31 4076 272 88 15 50 24 67 304 35 6 50 284 73 428 24 106 42 271 96 447 53 7 34 27 28 300 96 150 78 144 87 249 83 1 50 306 19 54 41 376 3 76 48 182 100 124 70 70 74 359 3 388 85 82 40 380 31 17 75 217 18 158 70
19 31 5045 367 15 88 72 107 64 175 83 263 56 282 68 331 3 168 100 377 78 254 16 335 55 494 17 24 21 134 41 230 3 359 44 142 31 3 57 157 37 72 64 318 39 195 72 259 46 400 36 200 16 250 86 22 96 155 97 316 88 389 45 342 48
20 31 5369 88 35 230 42 292 86 478 63 101 47 453 95 319 63 93 18 51 92 85 100 29 59 395 83 355 10 322 44 254 15 343 94 202 72 487 93 309 65 207 9 111 11 56 81 74 48 351 24 291 87 275 19 245 22 354 52 231 27 195 37 394 37
21 31 5820 382 95 460 68 439 68 184 97 28 47 7 83 427 32 230 29 407 20 416 82 191 12 203 44 463 85 422 57 473 15 45 54 261 56 74 99 475 57 195 3 403 54 85 82 485 15 310 44 186 77 277 76 89 31 271 51 115 93 208 40 104 93
22 31 5082 268 60 218 18 286 27 13 88 81 18 373 62 254 39 424 97 224 100 273 52 440 55 222 91 422 14 50 61 5 5 392 16 223 9 102 1 73 89 481 90 113 95 96 51 18 92 227 69 217 78 309 71 399 51 92 65 200 4 437 4 328 20
23 31 5856 383 36 121 83 461 61 263 2 474 57 397 76 226 89 202 95 57 31 255 79 482 5 23 46 456 26 82 11 134 61 382 16 148 2 150 8 215 13 410 88 269 6 163 95 146 17 441 54 299 95 133 80 451 55 425 6 332 58 268 18 118 50
