0 30 5385 198 109 338 395 80 243 286 126 112 345 442 155 287 176 486 168 222 425 240 109 313 100 401 371 382 214 28 68 33 132 106 230 93 443 476 172 37 261 150 500 458 91 155 96 118 492 115 339 268 354 447 81 453 199 451 186 413 330 105 297
1 30 5219 462 210 378 54 5 353 77 393 466 78 393 275 20 399 370 137 242 336 475 10 189 421 90 142 472 392 179 384 221 284 32 34 345 409 439 201 113 16 94 78 93 338 204 113 236 425 249 329 260 76 338 449 348 279 442 319 170 120 54 243
2 30 6164 255 85 276 452 345 215 152 458 230 245 387 174 434 91 138 169 15 239 498 127 314 187 427 161 466 368 332 487 339 385 229 446 322 5 397 166 219 48 123 300 145 10 325 78 452 463 99 318 201 448 444 366 486 370 378 451 89 209 290 280
3 30 5284 446 18 225 267 22 121 432 92 20 407 243 16 268 68 219 382 396 388 82 343 184 299 180 405 28 131 494 237 272 273 34 289 497 300 163 469 83 254 340 489 356 256 416 301 326 297 196 214 230 390 249 28 421 153 55 403 498 143 174 122
4 30 4657 176 463 470 475 125 438 58 230 278 398 226 485 154 493 285 479 289 332 44 18 73 292 45 493 297 452 396 294 94 69 416 122 383 385 96 7 175 5 89 452 255 166 436 408 159 72 238 447 134 465 179 277 361 23 312 270 219 258 191 134
5 30 5475 379 73 370 326 432 44 183 20 495 437 37 282 196 195 205 433 142 311 418 458 341 195 318 216 119 482 485 337 239 175 322 117 100 192 294 383 235 476 254 82 264 290 215 459 272 244 478 82 161 435 275 207 252 490 326 85 14 323 1 336
6 30 4872 291 452 27 85 334 261 412 87 342 176 376 409 134 212 180 229 189 113 390 475 387 448 79 376 125 163 202 139 486 54 326 276 357 352 212 190 464 124 128 306 151 355 66 136 67 245 365 107 106 82 244 53 160 471 178 322 24 168 159 429
7 30 5649 493 287 285 344 498 474 307 473 453 464 475 308 29 111 374 273 480 482 80 413 225 484 72 47 161 246 71 328 404 351 172 190 136 15 40 461 174 12 414 489 487 221 370 449 446 494 275 277 354 190 51 337 113 98 350 358 20 29 262 370
8 30 4784 201 451 5 67 490 318 92 354 231 433 192 303 302 492 100 147 266 376 122 119 417 24 307 30 121 8 387 492 389 148 362 441 451 218 359 292 35 451 497 117 235 188 271 36 179 370 34 296 98 7 14 31 73 43 3 432 282 495 320 281
9 30 5793 356 112 231 425 471 375 460 273 371 428 7 411 51 394 441 272 427 237 369 434 2 235 464 426 277 466 210 410 381 191 167 493 273 92 463 147 403 235 370 330 93 132 232 486 72 4 412 160 372 197 14 106 12 291 235 478 352 144 289 233
10 30 4633 334 308 77 459 399 39 105 153 125 326 217 457 66 202 381 69 465 392 440 162 405 398 25 48 132 2 127 143 483 313 302 59 271 52 97 227 204 73 53 37 141 9 102 342 241 22 159 133 462 172 37 211 196 436 194 50 335 320 44 317
