0 30 5865 115 42 296 14 79 44 282 8 284 24 29 3 310 34 338 17 483 42 427 48 359 27 37 31 456 50 341 14 171 18 33 36 309 30 99 37 224 31 346 7 454 24 412 15 249 31 292 42 460 41 200 36 378 31 243 29 273 7 400 40
1 30 4787 191 37 250 20 135 39 445 17 334 4 172 10 215 36 369 15 319 12 156 28 353 7 65 32 139 7 310 12 465 11 7 47 455 29 84 43 173 50 128 26 122 37 42 9 407 6 77 19 363 6 123 20 270 4 60 29 365 21 245 26
2 30 5301 176 2 22 30 480 5 424 2 407 3 380 40 21 38 348 29 215 18 91 20 240 12 42 45 72 22 160 44 66 37 421 19 310 50 500 17 325 4 173 28 483 2 169 5 41 16 83 7 486 26 379 25 389 20 372 12 93 31 206 10
3 30 5249 319 28 31 28 28 30 394 4 33 16 431 17 469 1 222 10 156 18 304 31 346 30 422 17 251 33 209 33 290 21 451 18 101 29 147 30 472 50 163 40 281 29 358 33 102 19 401 8 187 4 32 34 211 49 186 44 233 29 269 50
4 30 6309 231 49 498 11 171 48 375 10 480 5 269 12 357 38 463 16 26 18 255 9 101 16 409 37 470 7 493 48 77 45 331 26 342 41 298 39 417 7 20 21 477 32 379 16 396 44 341 13 99 50 366 16 10 4 324 29 460 18 79 36
5 30 4767 12 9 163 6 99 10 394 15 168 14 37 45 347 16 460 42 111 3 154 11 402 19 476 13 374 1 242 33 319 20 221 32 228 35 387 28 195 33 44 14 46 30 358 44 170 35 310 22 490 20 75 11 198 37 234 48 78 19 18 49
6 30 5740 139 2 328 25 438 5 419 20 48 33 467 30 342 10 178 11 46 39 332 36 209 6 396 8 95 29 457 24 47 27 273 37 378 50 262 17 32 37 356 16 55 37 210 17 365 20 162 3 404 47 263 11 444 22 255 23 329 29 471 5
7 30 5909 403 10 384 2 473 50 458 6 138 16 372 43 352 31 161 16 152 22 271 5 371 35 216 14 257 22 386 35 100 9 91 2 68 26 356 42 375 15 247 13 330 18 57 32 50 19 249 2 390 21 108 10 256 25 426 12 497 13 448 46
8 30 5865 371 40 450 40 215 7 181 41 321 28 305 3 397 11 184 49 429 34 171 5 459 32 410 34 207 23 130 20 72 27 92 13 378 32 27 34 414 19 193 24 209 40 336 42 388 15 239 37 197 18 442 30 275 16 311 46 489 38 87 1
9 30 5157 265 20 179 1 234 48 357 26 121 15 367 6 308 4 72 34 344 8 393 28 160 22 404 26 33 49 66 22 337 17 388 7 45 38 242 44 394 17 14 8 34 22 139 45 451 35 455 17 227 32 328 50 487 3 332 37 119 5 73 37
10 30 5223 343 31 233 30 322 27 274 41 492 33 226 15 348 16 410 50 50 14 466 26 447 45 76 33 259 19 168 14 93 6 408 24 88 37 495 16 412 37 58 45 74 44 128 33 177 48 160 5 144 4 380 28 353 40 96 22 55 39 227 12
11 30 5171 214 17 101 10 232 12 247 41 6 8 215 1 285 49 393 14 52 18 242 8 349 20 412 40 117 34 245 5 362 6 370 30 158 30 464 20 176 4 27 33 170 28 470 19 283 17 374 2 58 33 100 27 344 41 196 27 385 2 341 43
12 30 4930 222 20 100 1 183 19 326 39 296 10 308 23 331 28 194 15 419 16 104 1 167 32 195 8 377 21 192 29 13 36 450 33 86 2 267 6 129 5 353 38 65 27 321 42 271 35 136 39 1 41 392 19 272 36 149 8 370 27 355 28
13 30 5368 3 42 129 21 350 7 26 2 394 40 279 16 31 1 351 18 441 3 108 32 221 30 417 47 380 27 268 6 297 24 433 1 266 11 271 15 169 48 168 14 237 48 480 20 198 30 489 41 32 47 322 2 328 41 150 7 117 17 314 15
14 30 5375 391 48 415 8 10 37 122 28 185 41 91 21 439 20 392 38 399 31 478 32 477 2 34 6 94 33 214 12 452 27 326 42 476 42 201 35 128 24 162 14 314 2 437 2 322 28 92 22 208 19 354 36 72 39 43 15 273 6 78 24
15 30 4827 134 3 417 9 346 17 93 26 290 4 489 4 358 27 207 31 105 48 102 14 219 7 200 42 45 44 307 18 350 36 41 33 491 10 444 36 426 36 13 16 142 4 171 49 130 27 29 36 27 32 250 47 289 1 238 33 394 46 150 45
