0 15 115 3 4 20 31 6 28 18 24 16 6 10 10 8 29 19 20 1 45 17 33 9 32 2 25 14 9 7 16 15 4
1 15 113 10 22 19 27 13 30 16 47 2 4 6 20 18 38 12 41 15 9 17 45 14 36 11 23 5 30 1 5 3 50
2 15 113 12 47 7 43 16 46 17 23 2 9 1 35 10 49 15 25 19 26 13 45 8 34 4 13 9 17 18 48 11 2
3 15 112 4 8 15 21 19 17 13 16 18 49 9 35 17 34 12 33 10 16 7 43 16 30 5 48 2 27 11 19 3 29
4 15 112 15 9 3 16 12 28 18 48 11 6 14 33 6 33 19 34 17 35 9 26 2 28 8 20 4 7 13 5 10 45
5 15 115 17 7 18 37 13 13 9 19 15 12 4 6 16 35 19 43 14 2 7 5 10 6 8 29 11 1 1 22 3 45
6 15 107 15 47 19 49 2 41 14 33 1 10 18 27 16 39 13 46 5 29 17 26 8 21 6 10 7 8 10 37 3 31
7 15 110 10 24 5 3 2 24 19 16 18 33 6 42 16 35 3 35 13 38 9 39 7 5 14 4 17 6 8 30 11 21
8 15 120 19 15 15 21 6 38 13 29 16 39 9 18 18 29 17 5 7 13 3 22 12 17 8 24 11 44 4 22 14 49
9 15 123 17 47 19 36 12 19 14 16 18 30 10 26 6 12 1 45 11 9 16 13 13 34 15 3 8 3 9 34 7 44
10 15 109 17 44 18 34 16 22 19 31 15 31 7 24 3 48 14 7 2 28 9 5 12 14 1 50 8 48 4 47 11 37
11 15 121 17 1 11 46 12 50 4 12 19 26 13 41 10 40 9 10 18 18 15 24 16 34 14 15 2 20 8 50 5 14
12 15 115 12 16 10 31 15 42 7 20 19 13 16 29 6 46 18 12 14 2 2 6 9 34 4 22 17 39 13 12 3 11
13 15 116 11 40 16 32 17 20 18 4 3 38 12 27 19 17 13 16 6 22 15 38 2 11 4 15 14 46 7 8 10 22
14 15 118 19 32 9 28 15 34 17 1 7 21 6 4 14 33 12 50 18 34 4 26 3 41 5 27 16 6 11 50 13 14
15 15 119 9 26 16 34 8 27 19 22 14 50 13 32 3 40 17 18 11 31 5 3 6 39 15 13 10 49 7 21 18 2
16 15 116 15 21 2 46 19 50 18 24 11 48 12 37 14 41 3 40 9 30 17 36 5 16 16 28 13 18 8 39 4 34
17 15 109 19 20 17 11 14 39 18 11 8 15 6 19 12 48 15 27 13 48 16 48 5 6 2 29 7 27 3 17 1 34
18 15 113 13 22 18 3 16 41 10 20 9 11 6 27 12 9 17 20 11 23 15 31 8 32 5 6 19 6 1 49 2 23
19 15 121 19 1 18 14 17 44 12 4 9 1 11 11 4 41 13 50 10 8 16 33 1 18 14 49 15 27 6 16 8 1
20 15 114 4 16 18 46 16 11 10 11 19 40 17 33 9 5 7 46 13 29 14 18 5 15 2 43 15 33 3 21 11 39
21 15 103 9 4 15 15 12 49 3 26 8 35 1 24 14 47 19 16 7 31 4 28 2 2 17 22 18 43 13 20 6 12
22 15 116 14 3 3 16 19 36 15 28 10 22 5 47 9 26 11 38 16 26 18 34 8 2 2 17 12 26 17 19 7 9
23 15 107 19 4 10 16 18 19 16 42 17 32 4 11 13 41 9 24 15 6 11 1 3 42 7 50 1 48 2 4 8 43
24 15 116 15 18 17 31 9 11 18 18 16 43 14 28 19 43 10 50 4 44 11 32 1 42 13 44 3 38 5 42 12 24
25 15 113 2 9 4 23 12 25 16 41 19 46 17 31 14 2 10 16 5 28 3 8 15 2 13 25 18 5 6 41 8 11
26 15 122 19 28 17 47 18 41 13 1 15 12 4 17 14 32 5 3 11 42 8 13 7 41 10 16 6 9 12 3 16 18
27 15 110 17 47 12 3 11 40 8 20 19 22 13 28 5 12 18 39 16 10 14 47 10 18 9 5 2 43 3 6 1 48
28 15 121 17 8 16 36 11 17 18 22 19 11 3 19 15 44 13 18 7 4 14 21 5 17 12 26 9 13 8 10 6 2
29 15 111 17 28 15 3 5 15 18 47 6 33 8 48 2 37 12 30 19 10 4 10 3 35 11 3 9 31 14 17 16 2
30 15 123 19 19 17 37 11 34 18 10 16 50 15 48 6 2 14 20 5 24 10 14 8 20 9 49 4 46 12 5 13 39
31 15 114 19 7 13 44 16 3 18 7 15 26 3 12 17 44 2 27 11 26 7 8 6 3 5 36 8 22 14 34 9 10
32 15 117 19 8 11 28 10 47 1 50 16 43 15 30 18 28 7 46 13 34 4 35 17 37 2 18 14 16 9 44 12 36
33 15 122 12 1 19 5 7 10 11 7 13 41 17 22 8 33 15 25 16 1 5 19 4 39 14 45 6 31 18 1 10 47
34 15 118 13 32 17 9 5 41 12 3 18 48 19 3 16 16 14 22 1 2 8 49 10 6 11 17 15 21 7 22 3 22
35 15 116 15 9 14 8 7 12 8 28 13 36 19 22 2 50 16 3 9 14 3 9 17 34 18 16 12 47 4 9 10 29
36 15 117 6 12 18 18 16 32 5 35 19 31 10 15 11 4 1 9 9 44 12 12 14 11 15 30 17 24 8 35 7 23
37 15 124 14 29 10 49 5 32 16 39 19 25 18 23 17 40 4 31 13 2 9 42 11 2 15 18 8 1 7 35 12 33
38 15 112 15 10 11 6 19 11 16 46 12 9 18 29 5 28 17 29 8 7 9 14 1 48 2 48 4 20 10 47 13 43
39 15 105 3 9 19 41 1 32 14 24 2 25 4 37 17 32 18 45 16 29 5 27 13 49 15 15 7 49 6 12 10 14
40 15 123 19 39 11 40 16 50 18 25 12 48 7 1 14 18 8 27 9 25 17 44 15 26 2 39 13 27 10 26 6 20
41 15 103 17 10 18 14 16 31 6 45 13 27 5 46 15 28 8 44 19 26 10 23 3 23 11 33 2 6 4 26 1 41
42 15 119 16 18 11 41 15 30 12 31 17 16 18 28 10 8 19 24 14 5 13 36 4 38 9 45 6 5 5 20 2 13
